"","Year","Tournament","Round","Player","Opponent","WL_P1","Result","Sets_P1","Sets_P2","X1","X2","X3","X4","X5"
"193","2014","Valencia Masters 500","R32","Andreas Seppi","David Ferrer","L","3-6, 5-7","0","2","3-6","5-7","","",""
"194","2014","Hamburg Masters 500","R16","Andreas Seppi","David Ferrer","L","3-6, 6-3, 3-6","1","2","3-6","6-3","3-6","",""
"195","2014","Roland Garros","R32","Andreas Seppi","David Ferrer","L","2-6, 6-7, 3-6","0","3","2-6","6-7","3-6","",""
"196","2014","Miami Masters 1000","R32","Andreas Seppi","David Ferrer","L","3-6, 2-6","0","2","3-6","2-6","","",""
"197","2013","Estoril/Oeiras Masters 250","S","Andreas Seppi","David Ferrer","L","1-6, 4-6","0","2","1-6","4-6","","",""
"198","2011","Nice Masters 250","R16","Andreas Seppi","David Ferrer","L","3-6, 2-6","0","2","3-6","2-6","","",""
"199","2006","Stockholm Masters 250","R32","Andreas Seppi","David Ferrer","L","1-6, 4-6","0","2","1-6","4-6","","",""
"200","2005","Monte Carlo Masters 1000","R32","Andreas Seppi","David Ferrer","L","3-6, 3-6","0","2","3-6","3-6","","",""
"201","2015","Basel Masters 500","R32","Andreas Seppi","David Goffin","L","6-3, 4-6, 4-6","1","2","6-3","4-6","4-6","",""
"202","2015","Beijing Masters 500","R32","Andreas Seppi","David Goffin","L","2-6, 3-6","0","2","2-6","3-6","","",""
"203","2016","Nice Masters 250","Q","Andreas Seppi","Dominic Thiem","L","3-6, 3-6","0","2","3-6","3-6","","",""
"204","2013","Rome Masters 1000","R64","Andreas Seppi","Fabio Fognini","L","4-6, 1-6","0","2","4-6","1-6","","",""
"205","2013","Monte Carlo Masters 1000","R64","Andreas Seppi","Fabio Fognini","L","6-3, 4-6, 4-6","1","2","6-3","4-6","4-6","",""
"206","2012","Bucharest Masters 250","Q","Andreas Seppi","Fabio Fognini","L","4-6, 7-6, 4-6","1","2","4-6","7-6","4-6","",""
"207","2010","Hamburg Masters 500","R16","Andreas Seppi","Fabio Fognini","W","6-4, 6-4","2","0","6-4","6-4","","",""
"208","2010","Rome Masters 1000","R64","Andreas Seppi","Fabio Fognini","W","6-0, 6-3","2","0","6-0","6-3","","",""
"209","2008","New Haven Masters 250","R16","Andreas Seppi","Fabio Fognini","W","6-4, 6-2","2","0","6-4","6-2","","",""
"210","2007","Kitzbuhel Masters 250","R16","Andreas Seppi","Fabio Fognini","W","7-6(3), 7-5","2","0","7-6","7-5","","",""
"211","2014","Winston-Salem Masters 250","R32","Andreas Seppi","Federico Delbonis","W","7-5, 6-7(4), 6-2","2","1","7-5","6-7","6-2","",""
"212","2015","Cincinnati Masters 1000","R32","Andreas Seppi","Feliciano Lopez","L","6-7, 2-6","0","2","6-7","2-6","","",""
"213","2008","Cincinnati Masters 1000","R64","Andreas Seppi","Feliciano Lopez","W","7-5, 7-5","2","0","7-5","7-5","","",""
"214","2007","Kitzbuhel Masters 250","R64","Andreas Seppi","Feliciano Lopez","W","5-7, 6-0, 7-6(3)","2","1","5-7","6-0","7-6","",""
"215","2005","Monte Carlo Masters 1000","R64","Andreas Seppi","Feliciano Lopez","W","6-3, 6-4","2","0","6-3","6-4","","",""
"216","2015","Halle Masters 500","Q","Andreas Seppi","Gael Monfils","W","6-1, 1-0 RET","2","0","6-1","1-0 RET","","",""
"217","2012","Metz Masters 250","S","Andreas Seppi","Gael Monfils","W","3-6, 6-1, 6-4","2","1","3-6","6-1","6-4","",""
"218","2010","Tokyo Masters 500","R16","Andreas Seppi","Gael Monfils","L","4-6, 4-6","0","2","4-6","4-6","","",""
"219","2010","Marseille Masters 250","R16","Andreas Seppi","Gael Monfils","L","6-7, 6-3, 6-7","1","2","6-7","6-3","6-7","",""
"220","2007","Doha Masters 250","R32","Andreas Seppi","Gael Monfils","L","3-6, 4-6","0","2","3-6","4-6","","",""
"221","2007","Doha Masters 250","R32","Andreas Seppi","Gael Monfils","L","3-6, 4-6","0","2","3-6","4-6","","",""
"222","2016","Rotterdam Masters 500","R32","Andreas Seppi","Gilles Muller","L","6-4, 6-7, 4-6","1","2","6-4","6-7","4-6","",""
"223","2012","Belgrade Masters 250","Q","Andreas Seppi","Gilles Muller","W","6-4, 6-3","2","0","6-4","6-3","","",""
"224","2011","Basel Masters 500","R32","Andreas Seppi","Gilles Muller","W","7-6(4), 6-7(5), 6-2","2","1","7-6","6-7","6-2","",""
"225","2015","Montreal Masters 1000","R64","Andreas Seppi","Gilles Simon","L","2-6, 4-6","0","2","2-6","4-6","","",""
"226","2013","Eastbourne Masters 250","S","Andreas Seppi","Gilles Simon","L","4-6, 3-6","0","2","4-6","3-6","","",""
"227","2008","Lyon Masters 250","R16","Andreas Seppi","Gilles Simon","L","6-7, 7-5, 4-6","1","2","6-7","7-5","4-6","",""
"228","2006","Palermo Masters 250","R32","Andreas Seppi","Gilles Simon","L","0-6, 7-6, 2-6","1","2","0-6","7-6","2-6","",""
"229","2006","Valencia Masters 250","Q","Andreas Seppi","Gilles Simon","L","6-7, 6-7","0","2","6-7","6-7","","",""
"230","2015","Vienna Masters 500","R32","Andreas Seppi","Ivo Karlovic","L","6-7, 3-6","0","2","6-7","3-6","","",""
"231","2008","Nottingham Masters 250","Q","Andreas Seppi","Ivo Karlovic","L","3-6, 6-3, 4-6","1","2","3-6","6-3","4-6","",""
"232","2007","Barcelona Masters 500","R64","Andreas Seppi","Ivo Karlovic","W","6-7(2), 7-5, 6-3","2","1","6-7","7-5","6-3","",""
"233","2015","Australian Open","R64","Andreas Seppi","Jeremy Chardy","W","7-5, 3-6, 6-2, 6-1","3","1","7-5","3-6","6-2","6-1",""
"234","2013","Australian Open","R16","Andreas Seppi","Jeremy Chardy","L","7-5, 3-6, 2-6, 2-6","1","3","7-5","3-6","2-6","2-6",""
"235","2012","Metz Masters 250","F","Andreas Seppi","Jo-Wilfried Tsonga","L","1-6, 2-6","0","2","1-6","2-6","","",""
"236","2011","Paris Masters 1000","R16","Andreas Seppi","Jo-Wilfried Tsonga","L","3-6, 4-6","0","2","3-6","4-6","","",""
"237","2011","Australian Open","R64","Andreas Seppi","Jo-Wilfried Tsonga","L","3-6, 6-7, 6-7","0","3","3-6","6-7","6-7","",""
"238","2008","Sydney Masters 250","R32","Andreas Seppi","Jo-Wilfried Tsonga","W","3-6, 6-3, 6-2","2","1","3-6","6-3","6-2","",""
"239","2015","Umag Masters 250","R16","Andreas Seppi","Joao Sousa","L","2-6, 2-6","0","2","2-6","2-6","","",""
"240","2016","Indian Wells Masters 1000","R64","Andreas Seppi","John Isner","L","6-7, 4-6","0","2","6-7","4-6","","",""
"241","2015","Roland Garros","R128","Andreas Seppi","John Isner","L","5-7, 2-6, 3-6","0","3","5-7","2-6","3-6","",""
"242","2012","Rome Masters 1000","R32","Andreas Seppi","John Isner","W","2-6, 7-6(5), 7-5","2","1","2-6","7-6","7-5","",""
"243","2010","Australian Open","R128","Andreas Seppi","John Isner","L","3-6, 3-6, 6-3, 7-5, 4-6","2","3","3-6","3-6","6-3","7-5","4-6"
"244","2015","Halle Masters 500","S","Andreas Seppi","Kei Nishikori","W","4-1 RET","1","0","4-1 RET","","","",""
"245","2013","Montreal Masters 1000","R32","Andreas Seppi","Kei Nishikori","L","6-4, 5-7, 1-6","1","2","6-4","5-7","1-6","",""
"246","2013","Wimbledon","R32","Andreas Seppi","Kei Nishikori","W","3-6, 6-2, 6-7(4), 6-1, 6-4","3","2","3-6","6-2","6-7","6-1","6-4"
"247","2011","Basel Masters 500","R16","Andreas Seppi","Kei Nishikori","L","3-6, 6-7","0","2","3-6","6-7","","",""
"248","2011","Wimbledon","R64","Andreas Seppi","Marcos Baghdatis","L","4-6, 6-7, 5-7","0","3","4-6","6-7","5-7","",""
"249","2007","Vienna Masters 500","R32","Andreas Seppi","Marcos Baghdatis","W","6-2, 6-2","2","0","6-2","6-2","","",""
"250","2013","Australian Open","R32","Andreas Seppi","Marin Cilic","W","6-7(2), 6-3, 2-6, 6-4, 6-2","3","2","6-7","6-3","2-6","6-4","6-2"
"251","2011","St. Petersburg Masters 250","Q","Andreas Seppi","Marin Cilic","L","6-4, 6-7, 4-6","1","2","6-4","6-7","4-6","",""
"252","2011","Montreal Masters 1000","R64","Andreas Seppi","Marin Cilic","L","5-7, 4-6","0","2","5-7","4-6","","",""
"253","2011","Umag Masters 250","Q","Andreas Seppi","Marin Cilic","L","1-6, 3-6","0","2","1-6","3-6","","",""
"254","2010","Shanghai Masters 1000","R64","Andreas Seppi","Marin Cilic","W","6-2, 6-2","2","0","6-2","6-2","","",""
"255","2008","Paris Masters 1000","R64","Andreas Seppi","Marin Cilic","L","6-7, 2-6","0","2","6-7","2-6","","",""
"256","2006","Gstaad Masters 250","R32","Andreas Seppi","Marin Cilic","L","3-6, 6-7","0","2","3-6","6-7","","",""
"257","2006","Zagreb Masters 250","R16","Andreas Seppi","Marin Cilic","W","4-6, 6-4, 6-4","2","1","4-6","6-4","6-4","",""
"258","2016","Sofia Masters 250","Q","Andreas Seppi","Martin Klizan","L","4-6, 3-6","0","2","4-6","3-6","","",""
"259","2015","Hamburg Masters 500","R32","Andreas Seppi","Martin Klizan","W","6-2, 6-4","2","0","6-2","6-4","","",""
"260","2012","Paris Masters 1000","R64","Andreas Seppi","Martin Klizan","W","6-2, 2-6, 7-6(5)","2","1","6-2","2-6","7-6","",""
"261","2015","Australian Open","R16","Andreas Seppi","Nick Kyrgios","L","7-5, 6-4, 3-6, 6-7, 6-8","2","3","7-5","6-4","3-6","6-7","6-8"
"262","2014","US Open","R64","Andreas Seppi","Nick Kyrgios","L","4-6, 6-7, 4-6","0","3","4-6","6-7","4-6","",""
"263","2013","Roland Garros","R32","Andreas Seppi","Nicolas Almagro","L","6-7, 0-6, 4-6","0","3","6-7","0-6","4-6","",""
"264","2011","Paris Masters 1000","R32","Andreas Seppi","Nicolas Almagro","W","6-3, 7-5","2","0","6-3","7-5","","",""
"265","2010","Wimbledon","R128","Andreas Seppi","Nicolas Almagro","W","7-6(4), 7-6(7), 6-2","3","0","7-6","7-6","6-2","",""
"266","2016","Sydney Masters 250","R16","Andreas Seppi","Nicolas Mahut","L","3-6, 6-1, 3-6","1","2","3-6","6-1","3-6","",""
"267","2014","Winston-Salem Masters 250","R16","Andreas Seppi","Nicolas Mahut","W","6-4, 7-6(7)","2","0","6-4","7-6","","",""
"268","2013","Metz Masters 250","R16","Andreas Seppi","Nicolas Mahut","L","4-6, 4-6","0","2","4-6","4-6","","",""
"269","2016","Australian Open","R32","Andreas Seppi","Novak Djokovic","L","1-6, 5-7, 6-7","0","3","1-6","5-7","6-7","",""
"270","2015","US Open","R32","Andreas Seppi","Novak Djokovic","L","3-6, 5-7, 5-7","0","3","3-6","5-7","5-7","",""
"271","2013","Dubai Masters 500","Q","Andreas Seppi","Novak Djokovic","L","0-6, 3-6","0","2","0-6","3-6","","",""
"272","2012","Cincinnati Masters 1000","R32","Andreas Seppi","Novak Djokovic","L","6-7, 2-6","0","2","6-7","2-6","","",""
"273","2012","Roland Garros","R16","Andreas Seppi","Novak Djokovic","L","6-4, 7-6, 3-6, 5-7, 3-6","2","3","6-4","7-6","3-6","5-7","3-6"
"274","2012","Monte Carlo Masters 1000","R32","Andreas Seppi","Novak Djokovic","L","1-6, 4-6","0","2","1-6","4-6","","",""
"275","2009","Madrid Masters 1000","R16","Andreas Seppi","Novak Djokovic","L","4-6, 4-6","0","2","4-6","4-6","","",""
"276","2009","Belgrade Masters 250","S","Andreas Seppi","Novak Djokovic","L","6-4, 1-6, 2-6","1","2","6-4","1-6","2-6","",""
"277","2008","Cincinnati Masters 1000","R16","Andreas Seppi","Novak Djokovic","L","1-6, 2-6","0","2","1-6","2-6","","",""
"278","2008","Indian Wells Masters 1000","R64","Andreas Seppi","Novak Djokovic","L","3-6, 6-7","0","2","3-6","6-7","","",""
"279","2007","Vienna Masters 500","S","Andreas Seppi","Novak Djokovic","L","4-6, 3-6","0","2","4-6","3-6","","",""
"280","2006","Rotterdam Masters 500","R32","Andreas Seppi","Novak Djokovic","L","2-6, 6-2, 5-7","1","2","2-6","6-2","5-7","",""
"281","2015","Paris Masters 1000","R64","Andreas Seppi","Pablo Cuevas","W","7-5, 6-3","2","0","7-5","6-3","","",""
"282","2014","Umag Masters 250","R16","Andreas Seppi","Pablo Cuevas","L","3-6, 1-6","0","2","3-6","1-6","","",""
"283","2014","Halle Masters 250","R32","Andreas Seppi","Philipp Kohlschreiber","L","3-6, 4-6","0","2","3-6","4-6","","",""
"284","2014","Dubai Masters 500","R16","Andreas Seppi","Philipp Kohlschreiber","L","3-6, 3-6","0","2","3-6","3-6","","",""
"285","2013","Paris Masters 1000","R64","Andreas Seppi","Philipp Kohlschreiber","L","3-6, 6-3, 4-6","1","2","3-6","6-3","4-6","",""
"286","2012","Eastbourne Masters 250","Q","Andreas Seppi","Philipp Kohlschreiber","W","7-5, 2-1 RET","2","0","7-5","2-1 RET","","",""
"287","2012","Rotterdam Masters 500","R16","Andreas Seppi","Philipp Kohlschreiber","W","6-4, 6-2","2","0","6-4","6-2","","",""
"288","2011","Doha Masters 250","R32","Andreas Seppi","Philipp Kohlschreiber","L","2-6, 4-6","0","2","2-6","4-6","","",""
"289","2010","Roland Garros","R64","Andreas Seppi","Philipp Kohlschreiber","L","6-7, 3-6, 5-7","0","3","6-7","3-6","5-7","",""
"290","2009","Paris Masters 1000","R64","Andreas Seppi","Philipp Kohlschreiber","W","6-3, 6-3","2","0","6-3","6-3","","",""
"291","2009","US Open","R128","Andreas Seppi","Philipp Kohlschreiber","L","0-6, 4-6, 4-6","0","3","0-6","4-6","4-6","",""
"292","2015","Hamburg Masters 500","S","Andreas Seppi","Rafael Nadal","L","1-6, 2-6","0","2","1-6","2-6","","",""
"293","2014","Monte Carlo Masters 1000","R16","Andreas Seppi","Rafael Nadal","L","1-6, 3-6","0","2","1-6","3-6","","",""
"294","2009","Cincinnati Masters 1000","R32","Andreas Seppi","Rafael Nadal","L","6-7, 6-7","0","2","6-7","6-7","","",""
"295","2009","Rome Masters 1000","R32","Andreas Seppi","Rafael Nadal","L","2-6, 3-6","0","2","2-6","3-6","","",""
"296","2008","Rotterdam Masters 500","R16","Andreas Seppi","Rafael Nadal","W","3-6, 6-3, 6-4","2","1","3-6","6-3","6-4","",""
"297","2016","Doha Masters 250","R32","Andreas Seppi","Ricardas Berankis","L","6-3, 1-6, 4-6","1","2","6-3","1-6","4-6","",""
"298","2015","Zagreb Masters 250","Q","Andreas Seppi","Ricardas Berankis","W","3-6, 6-2, 7-6(6)","2","1","3-6","6-2","7-6","",""
"299","2015","Dubai Masters 500","R32","Andreas Seppi","Richard Gasquet","L","4-6, 7-6, 4-6","1","2","4-6","7-6","4-6","",""
"300","2012","Australian Open","R128","Andreas Seppi","Richard Gasquet","L","3-6, 6-3, 3-6, 1-6","1","3","3-6","6-3","3-6","1-6",""
"301","2011","Sydney Masters 250","R16","Andreas Seppi","Richard Gasquet","L","6-3, 5-7, 4-6","1","2","6-3","5-7","4-6","",""
"302","2010","Belgrade Masters 250","R16","Andreas Seppi","Richard Gasquet","L","6-4, 2-6, 5-7","1","2","6-4","2-6","5-7","",""
"303","2008","Hamburg Masters 1000","R32","Andreas Seppi","Richard Gasquet","W","6-3, 6-2","2","0","6-3","6-2","","",""
"304","2005","Hamburg Masters 1000","Q","Andreas Seppi","Richard Gasquet","L","1-6, 2-6","0","2","1-6","2-6","","",""
"305","2012","Miami Masters 1000","R128","Andreas Seppi","Roberto Bautista Agut","L","3-6, 6-1, 3-6","1","2","3-6","6-1","3-6","",""
"306","2015","Paris Masters 1000","R32","Andreas Seppi","Roger Federer","L","1-6, 1-6","0","2","1-6","1-6","","",""
"307","2015","Halle Masters 500","F","Andreas Seppi","Roger Federer","L","6-7, 4-6","0","2","6-7","4-6","","",""
"308","2015","Indian Wells Masters 1000","R32","Andreas Seppi","Roger Federer","L","3-6, 4-6","0","2","3-6","4-6","","",""
"309","2015","Australian Open","R32","Andreas Seppi","Roger Federer","W","6-4, 7-6(5), 4-6, 7-6(5)","3","1","6-4","7-6","4-6","7-6",""
"310","2013","Shanghai Masters 1000","R32","Andreas Seppi","Roger Federer","L","4-6, 3-6","0","2","4-6","3-6","","",""
"311","2012","Rome Masters 1000","Q","Andreas Seppi","Roger Federer","L","1-6, 2-6","0","2","1-6","2-6","","",""
"312","2012","Doha Masters 250","Q","Andreas Seppi","Roger Federer","L","3-6, 7-5, 4-6","1","2","3-6","7-5","4-6","",""
"313","2012","Doha Masters 250","Q","Andreas Seppi","Roger Federer","L","3-6, 7-5, 4-6","1","2","3-6","7-5","4-6","",""
"314","2010","Shanghai Masters 1000","R16","Andreas Seppi","Roger Federer","L","3-6, 4-6","0","2","3-6","4-6","","",""
"315","2009","Basel Masters 500","R16","Andreas Seppi","Roger Federer","L","3-6, 3-6","0","2","3-6","3-6","","",""
"316","2009","Monte Carlo Masters 1000","R32","Andreas Seppi","Roger Federer","L","4-6, 4-6","0","2","4-6","4-6","","",""
"317","2009","Australian Open","R128","Andreas Seppi","Roger Federer","L","1-6, 6-7, 5-7","0","3","1-6","6-7","5-7","",""
"318","2009","Doha Masters 250","R16","Andreas Seppi","Roger Federer","L","3-6, 3-6","0","2","3-6","3-6","","",""
"319","2008","Hamburg Masters 1000","S","Andreas Seppi","Roger Federer","L","3-6, 1-6","0","2","3-6","1-6","","",""
"320","2007","Monte Carlo Masters 1000","R32","Andreas Seppi","Roger Federer","L","6-7, 6-7","0","2","6-7","6-7","","",""
"321","2014","Indian Wells Masters 1000","R64","Andreas Seppi","Sam Querrey","W","4-6, 7-6(3), 6-3","2","1","4-6","7-6","6-3","",""
"322","2012","Beijing Masters 500","R16","Andreas Seppi","Sam Querrey","L","1-6, 4-6","0","2","1-6","4-6","","",""
"323","2009","Madrid Masters 1000","R32","Andreas Seppi","Sam Querrey","W","6-3, 4-6, 6-4","2","1","6-3","4-6","6-4","",""
"324","2009","Rome Masters 1000","R64","Andreas Seppi","Sam Querrey","W","3-6, 6-4, 6-3","2","1","3-6","6-4","6-3","",""
"325","2008","Monte Carlo Masters 1000","R32","Andreas Seppi","Sam Querrey","L","1-6, 5-7","0","2","1-6","5-7","","",""
"326","2007","Paris Masters 1000","R64","Andreas Seppi","Sam Querrey","W","5-7, 6-1, 6-3","2","1","5-7","6-1","6-3","",""
"327","2014","Indian Wells Masters 1000","R32","Andreas Seppi","Stan Wawrinka","L","0-6, 2-6","0","2","0-6","2-6","","",""
"328","2013","Beijing Masters 500","R32","Andreas Seppi","Stan Wawrinka","L","6-4, 3-6, 4-6","1","2","6-4","3-6","4-6","",""
"329","2013","Cincinnati Masters 1000","R64","Andreas Seppi","Stan Wawrinka","L","3-6, 4-6","0","2","3-6","4-6","","",""
"330","2012","Rome Masters 1000","R16","Andreas Seppi","Stan Wawrinka","W","6-7(1), 7-6(6), 7-6(6)","2","1","6-7","7-6","7-6","",""
"331","2010","Valencia Masters 500","R32","Andreas Seppi","Stan Wawrinka","L","6-7, 5-7","0","2","6-7","5-7","","",""
"332","2010","Stockholm Masters 250","R32","Andreas Seppi","Stan Wawrinka","L","2-6, 2-6","0","2","2-6","2-6","","",""
"333","2009","Miami Masters 1000","R64","Andreas Seppi","Stan Wawrinka","L","5-7, 5-7","0","2","5-7","5-7","","",""
"334","2009","Indian Wells Masters 1000","R64","Andreas Seppi","Stan Wawrinka","L","1-6, 3-6","0","2","1-6","3-6","","",""
"335","2006","Nottingham Masters 250","R32","Andreas Seppi","Stan Wawrinka","W","7-6(7), 4-6, 6-4","2","1","7-6","4-6","6-4","",""
"336","2006","Hamburg Masters 1000","R64","Andreas Seppi","Stan Wawrinka","W","2-6, 7-6(4), 6-1","2","1","2-6","7-6","6-1","",""
"337","2015","Shanghai Masters 1000","R64","Andreas Seppi","Steve Johnson","L","6-4, 1-6, 6-7","1","2","6-4","1-6","6-7","",""
"338","2013","Winston-Salem Masters 250","R32","Andreas Seppi","Steve Johnson","L","7-6, 4-6, 5-7","1","2","7-6","4-6","5-7","",""
"339","2015","Rotterdam Masters 500","R16","Andreas Seppi","Tomas Berdych","L","0-6, 6-3, 3-6","1","2","0-6","6-3","3-6","",""
"340","2015","Doha Masters 250","S","Andreas Seppi","Tomas Berdych","L","2-6, 3-6","0","2","2-6","3-6","","",""
"341","2014","Rotterdam Masters 500","R32","Andreas Seppi","Tomas Berdych","L","3-6, 3-6","0","2","3-6","3-6","","",""
"342","2012","Paris Masters 1000","R32","Andreas Seppi","Tomas Berdych","L","6-7, 2-6","0","2","6-7","2-6","","",""
"343","2012","Shanghai Masters 1000","R32","Andreas Seppi","Tomas Berdych","L","3-6, 3-6","0","2","3-6","3-6","","",""
"344","2012","Rotterdam Masters 500","Q","Andreas Seppi","Tomas Berdych","L","3-6, 4-6","0","2","3-6","4-6","","",""
"345","2008","Cincinnati Masters 1000","R32","Andreas Seppi","Tomas Berdych","W","5-7, 7-5, 7-5","2","1","5-7","7-5","7-5","",""
"346","2005","Palermo Masters 250","R32","Andreas Seppi","Tomas Berdych","W","4-6, 6-4, 6-4","2","1","4-6","6-4","6-4","",""
"347","2004","Palermo Masters 250","Q","Andreas Seppi","Tomas Berdych","L","2-6, 4-6","0","2","2-6","4-6","","",""
"348","2016","Rome Masters 1000","R64","Andreas Seppi","Vasek Pospisil","W","7-6, 7-6","2","0","7-6","7-6","","",""
"349","2015","Sydney Masters 250","R32","Andreas Seppi","Vasek Pospisil","L","3-6, 6-7","0","2","3-6","6-7","","",""
"350","2012","Toronto Masters 1000","R64","Andreas Seppi","Vasek Pospisil","L","6-4, 4-6, 6-7","1","2","6-4","4-6","6-7","",""
"351","2011","St. Petersburg Masters 250","R32","Andreas Seppi","Vasek Pospisil","W","7-5, 7-6(4)","2","0","7-5","7-6","","",""
"352","2014","US Open","R32","Andrey Kuznetsov","Andy Murray","L","1-6, 5-7, 6-4, 2-6","1","3","1-6","5-7","6-4","2-6",""
"353","2014","Wimbledon","R64","Andrey Kuznetsov","David Ferrer","W","6-7(5), 6-0, 3-6, 6-3, 6-2","3","2","6-7","6-0","3-6","6-3","6-2"
"354","2013","Kitzbuhel Masters 250","R32","Andrey Kuznetsov","Dominic Thiem","L","2-6, 5-7","0","2","2-6","5-7","","",""
"355","2015","Geneva Masters 250","R16","Andrey Kuznetsov","Federico Delbonis","L","3-6, 4-6","0","2","3-6","4-6","","",""
"356","2015","Shanghai Masters 1000","R64","Andrey Kuznetsov","Feliciano Lopez","L","4-6, 6-7","0","2","4-6","6-7","","",""
"357","2013","Gstaad Masters 250","R16","Andrey Kuznetsov","Feliciano Lopez","L","4-6, 3-6","0","2","4-6","3-6","","",""
"358","2016","Australian Open","R16","Andrey Kuznetsov","Gael Monfils","L","5-7, 6-3, 3-6, 6-7","1","3","5-7","6-3","3-6","6-7",""
"359","2015","Monte Carlo Masters 1000","R64","Andrey Kuznetsov","Gael Monfils","L","6-4, 3-6, 4-6","1","2","6-4","3-6","4-6","",""
"360","2015","Marseille Masters 250","R16","Andrey Kuznetsov","Gael Monfils","L","3-6, 2-6","0","2","3-6","2-6","","",""
"361","2010","Eastbourne Masters 250","R16","Andrey Kuznetsov","Gilles Simon","L","1-6, 7-6, 6-7","1","2","1-6","7-6","6-7","",""
